house_size_m2,rooms,floor,open_kitchen,parking_spaces,house_age,garden,bathrooms,toilets,distance_to_city_center_km,municipality,property_type,sauna,balcony_terrace,heating_system,condition,plot_size_m2,energy_rating,price_thousand_eur
27,1,2,1,1,4,0,1,1,2.7,Lahti,Apartment,0,1,District heating,Excellent,0,B,62
107,4,0,1,2,41,1,2,2,4.5,Jyväskylä,Terraced house,0,1,District heating,Excellent,710,D,225
90,4,0,1,1,80,1,2,2,19.9,Vantaa,Semi-detached house,1,1,Oil heating,Good,665,F,181
132,5,0,1,3,27,1,3,4,2.3,Jyväskylä,Detached house,1,1,Electric heating,Good,1400,E,283
122,4,0,0,1,15,1,1,1,3.0,Lahti,Detached house,1,1,Air-source heat pump,Good,990,C,219
82,3,0,0,1,52,0,1,1,1.2,Oulu,Apartment,0,0,District heating,Good,0,E,128
138,5,0,1,2,18,0,3,4,4.2,Vantaa,Semi-detached house,1,1,District heating,Excellent,475,B,453
69,3,0,1,1,14,0,2,2,3.2,Oulu,Apartment,0,1,District heating,Needs renovation,0,D,118
97,3,3,1,1,22,0,2,2,5.1,Vantaa,Apartment,0,0,District heating,Good,0,C,252
53,2,0,1,0,23,0,1,1,3.6,Lahti,Apartment,0,0,District heating,Good,0,D,74
57,3,1,0,1,12,0,1,1,1.4,Tampere,Apartment,0,1,District heating,Good,0,C,183
64,2,1,0,1,6,0,1,1,1.6,Jyväskylä,Apartment,0,0,District heating,Good,0,B,145
82,4,3,0,1,56,0,1,2,2.7,Tampere,Apartment,0,0,District heating,Good,0,E,192
99,4,2,0,1,50,0,1,1,2.8,Turku,Apartment,0,1,District heating,Good,0,D,203
74,2,4,0,0,30,0,1,1,1.2,Helsinki,Apartment,0,1,District heating,Fair,0,C,329
91,4,3,0,1,3,0,1,1,1.9,Oulu,Apartment,0,0,Electric heating,Good,0,C,216
209,7,0,0,1,31,1,3,3,6.7,Espoo,Detached house,1,1,District heating,Fair,1540,E,840
28,1,1,1,0,38,0,1,1,8.2,Tampere,Apartment,0,1,District heating,Good,0,E,60
51,3,1,1,0,3,0,1,1,1.2,Turku,Apartment,0,1,District heating,Good,0,C,141
69,3,1,0,0,33,0,1,2,0.9,Helsinki,Apartment,0,0,District heating,Good,0,C,280
75,2,1,1,1,10,0,1,1,2.2,Lahti,Apartment,0,1,District heating,Excellent,0,B,136
98,4,2,1,0,23,0,1,1,3.6,Turku,Apartment,0,1,District heating,Fair,0,C,205
79,3,0,1,1,17,1,1,2,8.9,Tampere,Terraced house,1,0,District heating,Needs renovation,190,D,162
179,7,0,0,2,38,1,3,3,11.5,Vantaa,Detached house,1,0,Wood heating,Good,1100,E,397
76,3,1,1,1,17,0,1,1,1.6,Jyväskylä,Apartment,0,1,Electric heating,Fair,0,C,160
65,2,1,0,1,16,0,1,2,2.2,Pori,Apartment,0,1,District heating,Fair,0,C,95
173,6,0,0,3,27,1,2,2,6.1,Tampere,Detached house,0,1,District heating,Excellent,2340,C,545
84,2,0,0,2,17,1,1,2,6.5,Tampere,Semi-detached house,1,1,Air-source heat pump,Fair,350,D,241
179,6,0,1,2,5,1,2,3,3.5,Tampere,Detached house,1,1,Air-source heat pump,Excellent,1725,B,597
125,5,0,1,1,23,1,2,2,1.9,Jyväskylä,Detached house,0,0,District heating,Good,1405,C,282
47,3,0,0,1,46,0,1,1,1.4,Jyväskylä,Apartment,0,1,District heating,Good,0,E,93
60,2,2,1,1,22,0,1,1,11.3,Oulu,Apartment,0,0,District heating,Good,0,D,96
125,4,0,0,2,77,1,1,1,12.9,Helsinki,Detached house,1,1,Electric heating,Good,1155,F,359
74,3,2,0,1,1,0,1,1,2.6,Helsinki,Apartment,0,1,District heating,New,0,B,416
59,3,6,1,1,35,0,1,1,14.2,Vantaa,Apartment,0,1,District heating,Fair,0,D,137
89,3,4,0,1,15,0,1,2,1.5,Turku,Apartment,0,1,District heating,Good,0,B,215
62,2,0,0,2,85,0,1,1,7.4,Helsinki,Apartment,0,0,District heating,Needs renovation,0,F,179
70,3,0,0,1,32,0,1,1,2.9,Oulu,Apartment,0,1,District heating,Needs renovation,0,E,100
32,1,6,1,0,23,0,1,1,3.2,Helsinki,Apartment,0,1,District heating,Good,0,B,146
82,3,0,1,1,28,1,1,1,3.2,Pori,Detached house,1,1,Electric heating,Fair,1085,D,106
126,5,0,1,1,30,1,1,1,6.3,Turku,Detached house,0,1,District heating,Needs renovation,710,E,192
49,2,3,1,1,58,0,1,1,5.7,Helsinki,Apartment,0,1,District heating,Good,0,E,175
46,2,5,0,1,31,0,1,1,4.8,Helsinki,Apartment,0,0,Air-source heat pump,Good,0,D,196
115,5,0,0,2,13,1,1,1,18.5,Espoo,Detached house,1,1,Electric heating,Good,865,C,398
81,3,0,1,1,11,0,1,2,2.0,Helsinki,Apartment,0,1,District heating,Excellent,0,B,382
86,3,2,0,1,36,0,1,1,7.9,Helsinki,Apartment,0,0,District heating,Fair,0,D,276
90,3,1,0,1,75,0,1,1,10.6,Espoo,Apartment,0,0,District heating,Fair,0,F,175
75,2,1,0,1,15,0,1,1,1.8,Turku,Apartment,0,1,District heating,Good,0,D,174
118,5,0,0,2,1,1,1,1,24.1,Vantaa,Detached house,1,1,District heating,New,1450,B,313
91,3,0,1,1,40,1,2,3,1.7,Pori,Terraced house,0,1,District heating,Fair,160,D,108
170,7,0,0,2,17,1,2,4,6.4,Tampere,Detached house,1,1,Oil heating,Good,1740,D,437
118,4,1,0,1,36,0,1,1,2.9,Tampere,Apartment,0,1,Geothermal,Needs renovation,0,D,249
25,1,7,0,0,42,0,1,1,5.7,Helsinki,Apartment,0,1,Electric heating,Good,0,E,100
135,6,0,0,1,15,1,2,2,16.9,Oulu,Semi-detached house,1,1,Electric heating,Excellent,885,C,233
93,4,0,1,1,25,0,2,3,3.6,Jyväskylä,Terraced house,0,0,Air-source heat pump,Good,250,B,168
103,5,0,1,2,35,1,2,2,16.2,Vantaa,Detached house,1,0,Electric heating,Fair,910,C,231
71,3,0,0,1,20,0,1,1,1.1,Turku,Apartment,1,0,District heating,Excellent,0,C,177
84,3,2,0,1,28,0,1,1,1.2,Turku,Apartment,0,1,Air-source heat pump,Excellent,0,C,202
51,2,1,1,0,19,0,1,2,2.5,Lahti,Apartment,0,1,District heating,Needs renovation,0,C,72
69,3,6,0,1,3,0,1,1,5.3,Espoo,Apartment,1,0,District heating,Good,0,C,288
58,3,3,0,0,28,0,1,1,7.6,Helsinki,Apartment,0,1,Air-source heat pump,Good,0,C,218
115,4,2,0,2,16,0,2,2,3.3,Lahti,Apartment,1,1,District heating,Good,0,D,191
35,2,1,1,1,40,0,1,1,5.7,Helsinki,Apartment,0,1,District heating,Fair,0,D,131
116,4,4,0,1,39,0,1,2,3.0,Tampere,Apartment,0,1,District heating,Fair,0,D,275
40,1,0,1,1,41,0,1,1,4.0,Turku,Apartment,0,0,District heating,Good,0,C,84
47,2,2,1,1,39,0,1,1,5.6,Turku,Apartment,0,1,District heating,Good,0,D,105
164,6,0,1,2,2,1,2,2,29.0,Vantaa,Detached house,1,1,Geothermal,Excellent,2155,A,393
53,3,2,0,1,40,0,1,1,2.9,Espoo,Apartment,0,0,District heating,Fair,0,E,151
108,5,0,1,1,3,1,2,2,3.0,Oulu,Detached house,0,1,Electric heating,Excellent,1735,B,290
89,3,1,0,1,16,0,1,1,1.8,Lahti,Apartment,0,1,District heating,Good,0,C,149
93,4,0,1,1,60,1,1,1,8.2,Helsinki,Terraced house,1,1,Electric heating,Good,495,F,414
85,4,0,0,1,20,1,1,1,4.5,Tampere,Detached house,1,1,Electric heating,Excellent,535,D,231
101,4,1,1,1,29,0,1,1,1.7,Pori,Apartment,1,0,District heating,Good,0,C,127
80,3,0,1,1,12,1,2,3,1.9,Tampere,Terraced house,1,1,Wood heating,Good,225,B,204
96,4,0,0,1,28,1,1,1,8.3,Tampere,Terraced house,0,1,Oil heating,Good,355,D,192
112,4,0,1,1,92,1,2,2,6.8,Kuopio,Semi-detached house,0,1,District heating,Fair,955,F,154
103,4,0,0,1,23,1,2,2,7.1,Turku,Semi-detached house,1,1,Geothermal,Fair,455,B,210
74,3,1,0,1,25,0,1,1,6.9,Vantaa,Apartment,0,1,District heating,Needs renovation,0,E,155
44,2,3,1,2,17,0,1,1,2.9,Helsinki,Apartment,0,1,District heating,Fair,0,C,234
47,2,1,0,1,32,0,1,1,6.9,Kuopio,Apartment,0,1,District heating,Good,0,D,76
75,3,0,0,0,15,1,1,1,5.7,Tampere,Terraced house,1,1,District heating,Good,250,D,193
135,5,0,1,2,20,1,2,3,8.5,Turku,Detached house,1,1,Electric heating,Excellent,1470,D,308
125,4,4,1,1,28,0,1,1,3.5,Helsinki,Apartment,0,1,District heating,Excellent,0,C,554
128,5,0,1,2,11,1,2,3,27.1,Vantaa,Detached house,0,0,Air-source heat pump,Good,845,B,281
67,3,2,0,1,18,0,1,1,2.1,Oulu,Apartment,0,1,District heating,Good,0,D,142
56,3,1,1,1,55,0,1,2,2.9,Kuopio,Apartment,0,0,District heating,Good,0,E,93
135,5,0,0,1,26,1,2,3,6.8,Espoo,Detached house,1,1,Electric heating,Needs renovation,520,D,320
39,1,2,1,1,78,0,1,1,7.3,Vantaa,Apartment,0,0,District heating,Fair,0,E,82
115,5,4,0,1,53,0,2,2,15.0,Helsinki,Apartment,0,0,District heating,Needs renovation,0,E,240
86,4,3,0,0,54,0,2,2,1.6,Helsinki,Apartment,0,0,District heating,Good,0,F,323
68,3,2,1,0,15,0,1,1,12.7,Vantaa,Apartment,0,1,Electric heating,Good,0,B,159
54,2,3,1,0,12,0,1,1,8.9,Helsinki,Apartment,0,1,District heating,Good,0,D,216
49,2,4,0,1,53,0,1,1,1.8,Turku,Apartment,0,0,District heating,Fair,0,E,97
39,2,3,0,1,95,0,1,1,4.2,Turku,Apartment,0,0,District heating,Good,0,E,76
53,3,1,0,0,20,0,1,1,3.0,Jyväskylä,Apartment,0,0,District heating,Fair,0,D,107
52,2,2,0,0,32,0,1,1,4.3,Oulu,Apartment,0,0,District heating,Excellent,0,C,103
101,4,2,0,1,19,0,1,1,8.8,Lahti,Apartment,0,1,Electric heating,Good,0,C,143
91,3,0,1,2,70,1,2,2,3.9,Jyväskylä,Detached house,0,0,Electric heating,Good,925,F,161
102,4,0,0,0,0,1,1,2,13.4,Pori,Semi-detached house,1,1,Air-source heat pump,New,1155,A,147
77,3,0,0,0,16,0,1,1,1.8,Turku,Apartment,1,1,District heating,Good,0,D,184
109,4,1,1,2,20,0,1,1,3.2,Oulu,Apartment,0,1,District heating,Fair,0,D,202
44,2,1,1,1,26,0,1,1,2.8,Tampere,Apartment,0,1,Geothermal,Fair,0,D,116
141,5,0,1,1,43,0,2,2,5.0,Pori,Detached house,1,1,Air-source heat pump,Good,725,D,168
136,6,0,1,2,17,1,2,3,9.4,Pori,Detached house,1,1,Oil heating,Fair,2385,D,166
72,3,0,1,1,36,0,1,1,6.0,Espoo,Terraced house,1,1,Electric heating,Good,135,D,264
97,5,0,1,2,9,1,2,2,5.9,Helsinki,Terraced house,0,1,District heating,Fair,245,C,424
114,4,0,1,1,4,1,2,3,17.1,Oulu,Detached house,0,1,Electric heating,Excellent,945,C,186
81,4,6,0,1,63,0,1,2,4.8,Espoo,Apartment,1,0,District heating,Excellent,0,F,261
76,3,2,0,0,20,0,1,1,1.6,Helsinki,Apartment,0,1,District heating,Good,0,C,338
72,4,0,1,1,44,0,1,1,10.5,Oulu,Apartment,0,1,District heating,Fair,0,D,96
122,5,0,0,2,27,1,2,2,12.1,Tampere,Detached house,0,1,Electric heating,Good,1560,C,311
68,3,4,0,0,28,0,1,1,2.7,Helsinki,Apartment,0,1,District heating,Excellent,0,C,343
72,3,7,0,1,52,0,1,1,4.9,Helsinki,Apartment,0,0,Air-source heat pump,Fair,0,D,286
90,3,0,0,2,75,0,2,2,5.6,Oulu,Detached house,0,1,Oil heating,Needs renovation,615,G,119
122,5,0,1,1,17,1,1,2,6.1,Oulu,Terraced house,1,1,District heating,Fair,495,D,198
45,1,2,0,1,37,0,1,1,5.0,Vantaa,Apartment,0,1,District heating,Fair,0,D,118
70,3,7,0,0,29,0,1,1,1.9,Helsinki,Apartment,0,1,District heating,Fair,0,C,299
90,3,1,1,1,0,0,1,2,8.9,Helsinki,Apartment,0,1,District heating,New,0,B,383
135,6,1,0,1,21,0,2,3,1.7,Oulu,Apartment,0,1,Electric heating,Good,0,C,278
69,3,0,1,2,23,1,1,1,1.0,Helsinki,Terraced house,0,1,District heating,Good,205,D,389
115,4,0,0,2,50,1,1,1,7.6,Jyväskylä,Detached house,0,1,District heating,Needs renovation,1125,E,135
172,7,0,0,2,51,1,3,3,7.0,Helsinki,Detached house,1,0,District heating,Fair,630,F,558
125,5,0,1,1,18,1,2,2,5.1,Lahti,Semi-detached house,0,1,Air-source heat pump,Fair,505,C,179
32,1,2,0,1,21,0,1,1,3.3,Tampere,Apartment,0,1,District heating,Fair,0,D,89
42,2,3,0,1,0,0,1,1,2.6,Tampere,Apartment,0,1,District heating,New,0,A,169
51,2,2,0,1,41,0,1,1,2.0,Tampere,Apartment,0,1,District heating,Good,0,E,137
119,4,0,1,2,57,1,2,2,1.6,Lahti,Semi-detached house,1,1,Electric heating,Good,1050,E,189
78,3,1,1,1,15,0,2,2,2.1,Jyväskylä,Apartment,0,1,District heating,Fair,0,C,161
49,2,3,1,0,15,0,1,1,4.9,Helsinki,Apartment,0,0,District heating,Needs renovation,0,D,171
79,3,6,0,1,8,0,1,1,12.8,Helsinki,Apartment,0,1,District heating,Good,0,C,304
48,2,0,1,1,1,0,1,1,1.3,Turku,Apartment,0,1,District heating,New,0,A,146
88,4,0,0,1,29,1,1,1,7.5,Lahti,Detached house,1,1,Air-source heat pump,Excellent,1350,C,131
99,4,0,0,1,37,0,1,1,7.9,Espoo,Apartment,0,0,District heating,Needs renovation,0,E,219
30,1,0,1,0,18,0,1,1,1.3,Helsinki,Apartment,0,1,District heating,Fair,0,D,124
72,2,2,0,1,32,0,1,1,1.1,Jyväskylä,Apartment,0,1,District heating,Good,0,C,139
124,5,0,0,1,49,1,1,1,26.8,Lahti,Detached house,0,1,Electric heating,Fair,2090,F,86
51,3,0,1,1,33,0,1,1,4.2,Oulu,Apartment,0,0,Air-source heat pump,Good,0,E,83
32,1,1,1,1,36,0,1,1,7.6,Vantaa,Apartment,0,0,District heating,Good,0,C,97
104,5,2,1,1,4,0,2,3,5.7,Vantaa,Apartment,0,1,District heating,Fair,0,B,290
101,3,0,0,1,16,1,2,2,7.1,Helsinki,Terraced house,0,1,Electric heating,Good,345,D,489
122,4,2,1,1,11,0,2,2,2.0,Tampere,Apartment,0,1,District heating,Needs renovation,0,D,308
32,2,0,0,1,22,0,1,1,4.1,Tampere,Apartment,0,0,District heating,Good,0,C,94
55,2,1,0,1,60,0,1,1,1.1,Jyväskylä,Apartment,0,0,District heating,Fair,0,E,105
41,1,3,0,1,5,0,1,1,3.4,Helsinki,Apartment,0,0,District heating,Excellent,0,B,222
131,5,2,1,1,15,0,1,2,2.7,Tampere,Apartment,0,1,District heating,Good,0,C,373
57,2,3,1,1,11,0,1,1,6.0,Tampere,Apartment,0,1,District heating,Fair,0,B,163
48,2,0,0,0,69,0,1,1,5.8,Kuopio,Apartment,0,0,District heating,Needs renovation,0,G,48
139,6,0,0,1,25,1,2,2,4.9,Jyväskylä,Detached house,1,1,Electric heating,Good,1845,C,267
99,5,0,0,1,5,1,2,2,10.2,Tampere,Terraced house,0,0,Electric heating,Fair,485,D,201
82,2,0,1,1,26,0,1,1,4.3,Tampere,Terraced house,0,1,District heating,Good,220,C,197
116,4,0,0,2,5,1,2,2,17.0,Helsinki,Detached house,0,1,Air-source heat pump,New,2175,A,617
65,3,4,0,1,63,0,1,1,6.2,Helsinki,Apartment,0,0,District heating,Needs renovation,0,E,195
93,3,1,0,1,30,0,2,2,9.8,Vantaa,Apartment,0,1,District heating,Fair,0,E,185
36,1,0,1,1,66,0,1,1,8.7,Helsinki,Apartment,0,0,District heating,Fair,0,E,117
140,5,0,1,1,45,1,2,3,11.3,Espoo,Detached house,1,1,Oil heating,Good,1420,E,580
116,4,3,0,1,0,0,1,2,4.7,Turku,Apartment,0,1,District heating,New,0,B,334
104,4,0,0,2,54,1,1,2,3.6,Pori,Detached house,1,0,Electric heating,Needs renovation,1450,E,89
83,4,12,1,1,80,0,1,2,13.2,Espoo,Apartment,0,1,District heating,Needs renovation,0,G,194
24,1,1,1,0,3,0,1,1,8.3,Vantaa,Apartment,0,1,District heating,Excellent,0,B,77
56,2,1,0,0,44,0,1,1,2.7,Helsinki,Apartment,0,0,District heating,Needs renovation,0,E,172
96,4,2,1,0,27,0,1,1,7.8,Tampere,Apartment,0,1,District heating,Good,0,D,212
87,4,0,0,1,33,0,2,2,5.8,Lahti,Apartment,0,1,District heating,Good,0,D,124
45,2,1,0,1,3,0,1,1,4.7,Espoo,Apartment,0,1,District heating,Excellent,0,B,184
73,3,2,0,0,43,0,1,1,6.4,Helsinki,Apartment,0,1,Air-source heat pump,Excellent,0,D,297
65,2,4,1,1,13,0,1,1,4.0,Lahti,Apartment,0,1,District heating,Fair,0,C,119
58,3,3,1,0,32,0,1,1,13.5,Helsinki,Apartment,0,0,District heating,Excellent,0,D,161
26,1,0,1,0,6,0,1,1,2.4,Helsinki,Apartment,0,1,District heating,Needs renovation,0,C,101
66,3,1,1,0,0,0,2,2,1.0,Oulu,Apartment,0,1,District heating,New,0,A,177
40,2,1,1,0,3,0,1,1,2.4,Helsinki,Apartment,0,1,District heating,Excellent,0,A,232
122,5,0,1,1,0,1,1,1,5.4,Lahti,Detached house,1,1,District heating,Excellent,2135,A,204
67,4,0,0,1,1,1,1,1,12.9,Helsinki,Apartment,0,1,District heating,New,0,B,271
45,2,0,0,0,75,0,1,1,3.1,Turku,Apartment,0,0,District heating,Good,0,F,77
86,4,0,0,2,31,1,1,1,10.0,Lahti,Detached house,0,1,Geothermal,Fair,1060,D,106
77,3,4,1,1,59,0,1,1,8.8,Kuopio,Apartment,0,1,District heating,Excellent,0,E,104
112,5,0,0,2,60,1,1,2,8.9,Lahti,Detached house,1,1,District heating,Needs renovation,1335,E,120
38,2,2,1,1,5,0,1,1,1.0,Jyväskylä,Apartment,0,1,District heating,Good,0,C,98
99,4,0,0,1,53,1,2,2,4.5,Helsinki,Terraced house,0,1,Electric heating,Good,435,E,448
110,4,2,1,1,10,0,1,1,2.1,Pori,Apartment,1,1,District heating,Good,0,C,150
97,3,4,0,1,18,0,1,1,2.9,Espoo,Apartment,0,1,Electric heating,Good,0,C,349
37,1,4,1,1,5,0,1,1,4.0,Oulu,Apartment,0,0,District heating,Excellent,0,A,97
136,6,0,1,1,7,1,2,2,3.8,Jyväskylä,Detached house,1,1,District heating,Excellent,2000,C,316
55,3,1,0,1,43,0,2,2,2.4,Helsinki,Apartment,0,1,District heating,Needs renovation,0,E,196
124,5,0,1,3,27,1,2,3,9.8,Jyväskylä,Detached house,1,1,Geothermal,Good,1200,D,267
109,4,0,0,0,59,0,1,1,5.2,Tampere,Apartment,0,1,District heating,Fair,0,F,181
50,2,1,0,1,39,0,1,1,4.1,Turku,Apartment,0,1,Air-source heat pump,Good,0,B,118
83,3,4,1,1,10,0,1,1,4.5,Vantaa,Apartment,0,1,District heating,Fair,0,C,224
65,3,2,0,1,67,0,1,1,2.6,Jyväskylä,Apartment,0,1,District heating,Needs renovation,0,F,91
33,2,6,1,1,52,0,1,1,13.4,Espoo,Apartment,0,1,District heating,Fair,0,E,107
80,5,0,0,2,4,1,1,1,5.7,Turku,Semi-detached house,0,1,Wood heating,Excellent,615,C,198
117,5,0,0,2,10,1,2,2,14.3,Espoo,Detached house,1,1,Geothermal,Fair,1000,C,463
67,3,0,1,1,16,1,1,1,5.5,Espoo,Terraced house,1,1,District heating,Excellent,590,B,363
103,3,3,0,1,28,0,2,3,3.7,Tampere,Apartment,0,1,District heating,Excellent,0,B,264
67,2,5,0,1,16,0,1,1,1.4,Jyväskylä,Apartment,0,1,District heating,Fair,0,C,163
66,2,2,1,1,49,0,1,1,1.3,Turku,Apartment,0,1,District heating,Needs renovation,0,F,102
94,4,0,1,1,18,1,2,2,5.2,Kuopio,Semi-detached house,0,1,Electric heating,Fair,715,B,136
91,4,0,1,1,5,0,1,2,2.4,Tampere,Apartment,0,0,District heating,Excellent,0,A,283
48,3,1,0,1,11,0,1,1,2.3,Tampere,Apartment,0,1,District heating,Fair,0,B,140
111,5,0,0,1,32,1,2,2,10.6,Jyväskylä,Detached house,1,1,Air-source heat pump,Needs renovation,1215,E,145
26,1,7,1,1,14,0,1,1,2.8,Helsinki,Apartment,0,1,District heating,Fair,0,C,150
83,4,0,1,1,0,1,1,2,19.7,Vantaa,Apartment,1,1,District heating,New,0,A,224
31,2,0,1,1,47,0,1,1,1.7,Turku,Apartment,0,1,District heating,Fair,0,E,64
100,4,0,0,1,75,0,1,2,5.4,Turku,Apartment,0,1,District heating,Needs renovation,0,G,121
61,3,0,0,1,34,0,1,1,4.1,Jyväskylä,Apartment,0,0,District heating,Fair,0,D,100
175,7,0,0,3,38,1,3,4,3.5,Kuopio,Detached house,1,1,Geothermal,Fair,1685,E,284
72,3,0,0,2,21,1,1,1,1.9,Turku,Terraced house,0,1,Geothermal,Good,175,C,173
66,2,4,0,0,28,0,1,1,1.6,Tampere,Apartment,0,1,District heating,Excellent,0,C,192
69,3,0,0,1,21,1,1,1,6.9,Tampere,Terraced house,0,1,Geothermal,Excellent,295,B,220
71,2,9,0,1,3,0,1,1,7.8,Helsinki,Apartment,0,1,District heating,Good,0,C,333
33,2,0,0,1,36,1,1,1,2.3,Jyväskylä,Apartment,0,1,District heating,Fair,0,C,68
44,2,0,1,0,40,0,1,1,3.8,Oulu,Apartment,0,0,District heating,Good,0,D,70
62,2,0,1,1,16,0,1,1,1.0,Helsinki,Apartment,0,1,District heating,Excellent,0,B,315
43,1,1,0,1,33,0,1,1,9.0,Helsinki,Apartment,0,0,District heating,Needs renovation,0,E,136
118,5,0,1,2,20,0,1,1,16.9,Vantaa,Terraced house,1,1,District heating,Fair,400,E,252
62,3,3,1,0,86,0,1,1,11.1,Vantaa,Apartment,0,0,District heating,Fair,0,G,90
61,3,4,1,1,4,0,1,1,2.6,Oulu,Apartment,0,1,District heating,New,0,A,167
49,2,0,1,1,0,0,1,1,2.5,Oulu,Apartment,0,1,District heating,New,0,A,127
58,2,2,0,0,15,0,1,2,2.9,Espoo,Apartment,0,1,District heating,Needs renovation,0,D,158
43,2,4,0,1,32,0,1,1,7.4,Espoo,Apartment,0,0,District heating,Fair,0,E,145
41,2,0,1,1,6,0,1,1,8.9,Espoo,Apartment,0,1,District heating,Good,0,B,150
33,1,0,0,0,88,0,1,1,3.3,Turku,Apartment,0,0,District heating,Good,0,E,58
53,2,0,0,0,16,0,1,1,16.6,Espoo,Apartment,0,1,Air-source heat pump,Good,0,A,153
73,2,4,0,1,22,0,1,1,6.4,Turku,Apartment,0,0,District heating,Needs renovation,0,D,140
84,3,0,0,0,48,0,1,1,2.4,Helsinki,Apartment,1,1,District heating,Needs renovation,0,E,245
58,2,2,0,1,27,0,1,1,6.6,Helsinki,Apartment,0,1,District heating,Good,0,D,242
78,4,0,0,1,58,1,2,2,26.6,Kuopio,Detached house,0,0,District heating,Fair,3145,F,94
45,2,5,0,1,50,0,1,1,4.5,Helsinki,Apartment,0,0,District heating,Needs renovation,0,F,152
113,5,0,1,3,5,1,1,2,7.7,Oulu,Terraced house,1,0,Electric heating,Excellent,445,B,252
103,4,0,1,1,33,1,2,2,3.7,Helsinki,Terraced house,0,1,Electric heating,Good,310,D,400
152,6,0,0,2,45,1,2,2,28.9,Espoo,Detached house,1,1,Oil heating,Needs renovation,1800,F,302
58,3,1,1,1,22,0,1,1,5.5,Turku,Apartment,0,0,Geothermal,Good,0,C,149
125,4,4,0,1,22,0,2,3,1.4,Turku,Apartment,0,1,District heating,Needs renovation,0,B,285
100,4,1,1,1,33,0,2,2,2.7,Turku,Apartment,0,1,District heating,Good,0,C,240
140,6,0,0,1,68,1,2,2,2.2,Pori,Detached house,1,1,Wood heating,Good,1325,F,161
101,5,0,0,1,24,1,1,2,7.0,Jyväskylä,Apartment,0,1,District heating,Excellent,0,D,176
76,2,0,0,1,68,0,1,1,2.3,Pori,Apartment,0,0,District heating,Good,0,F,74
66,2,1,1,0,13,0,1,1,3.8,Espoo,Apartment,0,1,District heating,Good,0,B,234
38,1,6,1,1,19,0,1,1,4.8,Helsinki,Apartment,0,1,District heating,Fair,0,D,161
67,2,0,0,0,53,0,1,1,3.1,Tampere,Apartment,0,1,Electric heating,Fair,0,E,138
78,3,1,1,1,7,0,1,2,9.6,Tampere,Apartment,0,1,District heating,Good,0,C,185
53,3,7,0,0,12,0,1,1,8.8,Espoo,Apartment,0,1,District heating,Fair,0,D,153
54,3,0,0,0,35,0,1,1,2.7,Helsinki,Apartment,0,1,Electric heating,Good,0,D,204
186,8,0,1,2,3,1,3,3,6.3,Lahti,Detached house,1,1,Electric heating,Excellent,980,B,306
54,2,0,1,1,3,1,1,1,7.3,Helsinki,Apartment,0,1,District heating,Excellent,0,C,270
45,2,0,0,1,18,0,1,1,6.2,Tampere,Apartment,0,1,District heating,Fair,0,D,108
113,4,0,1,2,5,1,2,2,2.7,Pori,Detached house,0,1,Air-source heat pump,New,1155,B,200
82,4,0,1,0,32,0,1,1,4.5,Tampere,Apartment,1,0,Electric heating,Fair,0,D,176
116,5,2,1,0,32,0,2,2,1.4,Helsinki,Apartment,0,1,District heating,Excellent,0,C,530
44,2,3,0,0,31,0,1,1,4.2,Tampere,Apartment,0,1,District heating,Good,0,D,109
102,4,1,1,0,58,0,1,1,1.9,Turku,Apartment,1,1,District heating,Needs renovation,0,E,145
65,3,0,0,1,22,0,1,1,5.3,Vantaa,Apartment,0,1,District heating,Excellent,0,B,188
55,2,2,0,0,95,0,1,1,0.6,Turku,Apartment,0,1,District heating,Fair,0,F,99
89,4,0,0,3,4,1,1,1,1.8,Lahti,Detached house,0,0,Air-source heat pump,Excellent,2625,A,209
141,6,0,1,2,43,1,2,3,9.6,Oulu,Detached house,1,1,Geothermal,Fair,2545,E,248
101,3,0,0,0,42,0,2,3,7.5,Helsinki,Apartment,0,1,District heating,Fair,0,E,286
109,4,0,1,1,8,1,2,2,2.4,Lahti,Terraced house,1,1,District heating,Good,390,C,202
100,4,1,0,1,9,0,2,2,4.1,Oulu,Apartment,0,1,District heating,Excellent,0,B,230
44,2,3,1,0,18,0,1,1,3.4,Tampere,Apartment,0,1,District heating,Good,0,C,135
64,2,2,0,1,8,0,1,1,5.4,Lahti,Apartment,0,1,District heating,Fair,0,C,99
52,2,0,0,0,40,0,1,1,3.6,Helsinki,Apartment,0,1,District heating,Excellent,0,C,198
123,4,0,0,1,3,1,2,3,3.2,Jyväskylä,Detached house,0,1,District heating,Excellent,1420,C,299
90,3,3,1,1,27,0,1,1,1.5,Oulu,Apartment,0,1,District heating,Good,0,B,185
103,4,0,0,1,54,1,2,2,15.9,Espoo,Detached house,1,1,Oil heating,Good,765,F,273
76,3,0,0,1,48,0,1,2,0.9,Turku,Apartment,0,0,District heating,Needs renovation,0,E,119
99,4,0,0,1,57,1,1,2,5.4,Turku,Terraced house,0,0,Electric heating,Needs renovation,720,G,151
88,3,0,1,1,10,1,2,2,15.1,Espoo,Semi-detached house,0,1,Air-source heat pump,Good,690,D,313
74,4,3,0,1,13,0,1,1,3.4,Vantaa,Apartment,0,1,District heating,Excellent,0,B,234
39,1,0,0,1,84,0,1,1,3.1,Turku,Apartment,0,0,District heating,Good,0,G,80
71,3,3,0,1,14,0,1,1,12.1,Helsinki,Apartment,0,1,District heating,Good,0,C,272
